,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_optimizer__lr,param_optimizer__weight_decay,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,outer_fold
11,0.06168246269226074,0.002721523265165733,0.0021170616149902345,0.00016684917146787966,0.01,0.05,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.05}",-86.28410339355469,-85.76960754394531,-87.30520629882812,-87.65923309326172,-88.68695831298828,-87.14102172851562,1.0296121030101164,4,15
0,0.061471080780029295,0.006834784286679329,0.0018847465515136718,0.00028027985196112847,0.0001,0.0001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.0001}",-302.29296875,-314.1301574707031,-321.7293395996094,-327.3257141113281,-336.9056091308594,-320.4767578125,11.741497687479267,9,16
1,0.07541203498840332,0.005450408829734354,0.002226448059082031,0.0002714985578951209,0.0001,0.001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.001}",-302.29296875,-314.1301574707031,-321.7293395996094,-327.3257141113281,-336.9056091308594,-320.4767578125,11.741497687479267,9,16
2,0.07108860015869141,0.010325603504159453,0.002216815948486328,0.00043571176345908407,0.0001,0.01,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.01}",-302.29296875,-314.1301574707031,-321.7293395996094,-327.3257141113281,-336.9056091308594,-320.4767578125,11.741497687479267,9,16
3,0.05861964225769043,0.0035294013603348225,0.0016988277435302734,0.0005409377122256899,0.0001,0.05,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.05}",-302.2929382324219,-314.13018798828125,-321.7293395996094,-327.3257141113281,-336.9056396484375,-320.4767639160156,11.741512380866299,12,16
4,0.06002287864685059,0.00518486225785121,0.001690053939819336,0.0004072180844014456,0.001,0.0001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.0001}",-208.80953979492188,-215.7858428955078,-220.3282012939453,-223.23779296875,-228.73944091796875,-219.38016357421876,6.753271513654009,6,16
5,0.054274463653564455,0.0015348623490167843,0.001444864273071289,0.0003535511159423567,0.001,0.001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.001}",-208.80953979492188,-215.7858428955078,-220.32818603515625,-223.23779296875,-228.73944091796875,-219.38016052246093,6.753271085244907,5,16
6,0.057575416564941403,0.0028431065431274356,0.0014596939086914062,0.00044683579400628886,0.001,0.01,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.01}",-208.80958557128906,-215.78587341308594,-220.32823181152344,-223.23780822753906,-228.7394561767578,-219.38019104003905,6.753260764230632,7,16
7,0.06566085815429687,0.005876006404180081,0.0019803524017333986,0.0004996828750955403,0.001,0.05,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.05}",-208.8096160888672,-215.78590393066406,-220.32826232910156,-223.23779296875,-228.7395477294922,-219.380224609375,6.7532724521860805,8,16
8,0.06104426383972168,0.005492833162729058,0.0014523983001708985,0.0005600488332939404,0.01,0.0001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.0001}",-86.1758804321289,-86.465087890625,-87.2740478515625,-87.63034057617188,-88.68671417236328,-87.24641418457031,0.8920919729806622,1,16
9,0.05796346664428711,0.0011469064089759324,0.0020021438598632813,0.0004237507945065188,0.01,0.001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.001}",-86.1758804321289,-86.465087890625,-87.27405548095703,-87.63034057617188,-88.68671417236328,-87.24641571044921,0.8920920202518924,2,16
10,0.05880260467529297,0.004545681683919089,0.0017424583435058593,0.00036826913835975145,0.01,0.01,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.01}",-86.17591094970703,-86.46511840820312,-87.2740707397461,-87.63036346435547,-88.68673706054688,-87.24644012451172,0.8920888054684556,3,16
11,0.05931406021118164,0.002641755975676806,0.001754617691040039,0.00059002868489752,0.01,0.05,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.05}",-86.17599487304688,-86.4652099609375,-87.274169921875,-87.63045501708984,-88.68682861328125,-87.2465316772461,0.8920906838338453,4,16
0,0.05419092178344727,0.0014824037583878384,0.0016368865966796876,0.0005242121958612136,0.0001,0.0001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.0001}",-303.1510009765625,-312.23089599609375,-321.7262268066406,-329.101318359375,-336.9048767089844,-320.62286376953125,11.949030589557967,9,17
1,0.06183886528015137,0.01376363984383172,0.0018239021301269531,0.0007802568903356904,0.0001,0.001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.001}",-303.1510009765625,-312.23089599609375,-321.7262268066406,-329.101318359375,-336.9048767089844,-320.62286376953125,11.949030589557967,9,17
2,0.09538516998291016,0.008494213957796898,0.0018238544464111329,0.00041366189353656105,0.0001,0.01,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.01}",-303.1510009765625,-312.23089599609375,-321.7262268066406,-329.101318359375,-336.9048767089844,-320.62286376953125,11.949030589557967,9,17
3,0.06359329223632812,0.00941264471983401,0.001619720458984375,0.0005053544093930593,0.0001,0.05,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.05}",-303.1510009765625,-312.23089599609375,-321.7262268066406,-329.101318359375,-336.9048767089844,-320.62286376953125,11.949030589557967,9,17
4,0.05552430152893066,0.002156242552345606,0.0017747879028320312,0.0004742094354175884,0.001,0.0001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.0001}",-209.26046752929688,-214.28489685058594,-220.3040008544922,-224.257568359375,-228.73753356933594,-219.3688934326172,6.936458490185266,5,17
5,0.05477519035339355,0.001175509784614007,0.0016382694244384765,0.0005258105116155907,0.001,0.001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.001}",-209.26048278808594,-214.284912109375,-220.3040008544922,-224.257568359375,-228.73753356933594,-219.3688995361328,6.936451806142036,6,17
6,0.06087536811828613,0.0038720150034527627,0.0012803077697753906,0.000391337760279617,0.001,0.01,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.01}",-209.260498046875,-214.28494262695312,-220.30404663085938,-224.25755310058594,-228.73753356933594,-219.36891479492186,6.93644196878153,7,17
7,0.054694604873657224,0.002931084199049144,0.0015998363494873046,0.0004902136551356923,0.001,0.05,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.05}",-209.26052856445312,-214.28497314453125,-220.3040008544922,-224.25758361816406,-228.737548828125,-219.36892700195312,6.9364357899197255,8,17
8,0.05628480911254883,0.0019562056649217612,0.0019261837005615234,0.0003316406034718582,0.01,0.0001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.0001}",-86.2130126953125,-85.76799774169922,-87.27407836914062,-87.71934509277344,-88.6867446899414,-87.13223571777344,1.047609767126651,1,17
9,0.06104907989501953,0.0042817922683077506,0.0017361164093017579,0.0006378410139052501,0.01,0.001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.001}",-86.2130126953125,-85.76799774169922,-87.27408599853516,-87.71934509277344,-88.6867446899414,-87.13223724365234,1.0476099737296742,2,17
10,0.05480690002441406,0.0016087222586761492,0.0015697479248046875,0.0005367866043779636,0.01,0.01,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.01}",-86.2130355834961,-85.76802062988281,-87.27409362792969,-87.71937561035156,-88.686767578125,-87.13225860595703,1.047610415683541,3,17
11,0.054389333724975585,0.001777348143739087,0.0014378547668457032,0.0004627697471483419,0.01,0.05,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.05}",-86.21312713623047,-85.76811218261719,-87.27420043945312,-87.71946716308594,-88.68687438964844,-87.13235626220703,1.0476153572598077,4,17
0,0.07058634757995605,0.007607233659337363,0.001989889144897461,0.0003953841993185357,0.0001,0.0001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.0001}",-302.6177978515625,-312.6453857421875,-319.5226745605469,-327.9701232910156,-339.5611877441406,-320.46343383789065,12.661344467397688,9,18
1,0.06020445823669433,0.0072207058661324704,0.002191781997680664,0.00025013179336027673,0.0001,0.001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.001}",-302.6177978515625,-312.6453857421875,-319.5226745605469,-327.9701232910156,-339.5611877441406,-320.46343383789065,12.661344467397688,9,18
2,0.06579394340515136,0.014431299799339289,0.0016947746276855468,0.0005674089216831355,0.0001,0.01,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.01}",-302.6177978515625,-312.6453857421875,-319.5226745605469,-327.97015380859375,-339.5611877441406,-320.46343994140625,12.661348086070605,11,18
3,0.07632884979248047,0.012745296526769223,0.0022392749786376955,0.0008704789909633498,0.0001,0.05,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.05}",-302.6177978515625,-312.6453857421875,-319.522705078125,-327.97015380859375,-339.5611877441406,-320.46344604492185,12.66134763257215,12,18
4,0.05785698890686035,0.00711003118475917,0.0016112804412841796,0.00042168614671153507,0.001,0.0001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.0001}",-208.96958923339844,-214.75946044921875,-218.70726013183594,-223.47763061523438,-230.8184814453125,-219.346484375,7.453890728310869,6,18
5,0.05663905143737793,0.0009275290324100026,0.001433563232421875,0.00046627860848992954,0.001,0.001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.001}",-208.96958923339844,-214.75946044921875,-218.70726013183594,-223.47763061523438,-230.81845092773438,-219.3464782714844,7.453881334628356,5,18
6,0.05810613632202148,0.004445068485815939,0.0018851280212402344,0.00042888695072078347,0.001,0.01,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.01}",-208.96958923339844,-214.75949096679688,-218.707275390625,-223.47763061523438,-230.8184814453125,-219.34649353027345,7.453886710588522,7,18
7,0.053513288497924805,0.0026444512356852334,0.0016004085540771485,0.0004898045339619595,0.001,0.05,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.05}",-208.96958923339844,-214.75953674316406,-218.70730590820312,-223.4776611328125,-230.81854248046875,-219.34652709960938,7.4539027232696125,8,18
8,0.05348610877990723,0.001335779932705383,0.0018005847930908203,0.00039913874715501147,0.01,0.0001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.0001}",-86.2583236694336,-86.4669418334961,-86.42505645751953,-87.65817260742188,-88.75782775878906,-87.11326446533204,0.9616444540924759,1,18
9,0.05467343330383301,0.0012619322376157052,0.00129241943359375,0.00039572504028993126,0.01,0.001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.001}",-86.2583236694336,-86.46694946289062,-86.42506408691406,-87.65817260742188,-88.7578353881836,-87.11326904296875,0.9616449460405639,2,18
10,0.05668220520019531,0.003519418979002244,0.0018134117126464844,0.0006726967259613774,0.01,0.01,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.01}",-86.25834655761719,-86.46695709228516,-86.42508697509766,-87.65819549560547,-88.75785064697266,-87.11328735351563,0.9616443876434134,3,18
11,0.060431480407714844,0.005870576657776172,0.0019619941711425783,0.0002032983019235078,0.01,0.05,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.05}",-86.2584457397461,-86.4670639038086,-86.42518615722656,-87.65828704833984,-88.75794982910156,-87.11338653564454,0.9616424974689164,4,18
0,0.06042304039001465,0.0038589183704014363,0.0012951374053955078,0.00047806913014495587,0.0001,0.0001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.0001}",-302.6202392578125,-312.64813232421875,-321.48114013671875,-330.24615478515625,-336.90142822265625,-320.7794189453125,12.213961783695735,9,19
1,0.05436630249023437,0.002463088816505105,0.0016868114471435547,0.0005657017670286745,0.0001,0.001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.001}",-302.6202392578125,-312.64813232421875,-321.48114013671875,-330.2461853027344,-336.9014587402344,-320.77943115234376,12.213974570810876,11,19
2,0.05923056602478027,0.004197927238529303,0.001875448226928711,0.0004355896974288987,0.0001,0.01,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.01}",-302.6202697753906,-312.64813232421875,-321.48114013671875,-330.24615478515625,-336.90142822265625,-320.7794250488281,12.213952709260628,10,19
3,0.07911972999572754,0.008426217355757945,0.0018941402435302735,0.00044957279994468176,0.0001,0.05,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.05}",-302.6202697753906,-312.64813232421875,-321.48114013671875,-330.24615478515625,-336.9014587402344,-320.77943115234376,12.21396076569761,11,19
4,0.07401199340820312,0.014946651745340883,0.0013846397399902345,0.00037144006564550705,0.001,0.0001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.0001}",-209.0109100341797,-214.8035888671875,-219.8899383544922,-224.8853759765625,-228.7008514404297,-219.4581329345703,7.01253898587005,5,19
5,0.07174692153930665,0.01033069308799343,0.001959705352783203,0.0006116172326128302,0.001,0.001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.001}",-209.0109100341797,-214.80360412597656,-219.88995361328125,-224.8853759765625,-228.7008514404297,-219.45813903808593,7.012537148197641,6,19
6,0.06339306831359863,0.0073507739747212765,0.0016138076782226563,0.0005976009582724802,0.001,0.01,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.01}",-209.0109405517578,-214.80361938476562,-219.88995361328125,-224.8853759765625,-228.7008514404297,-219.45814819335936,7.012526029636071,7,19
7,0.0669905662536621,0.011175752155843013,0.0017054080963134766,0.0006072931665208694,0.001,0.05,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.05}",-209.010986328125,-214.80364990234375,-219.8900146484375,-224.8854522705078,-228.70089721679688,-219.45820007324218,7.012532966869044,8,19
8,0.07851934432983398,0.01111382212781758,0.002427959442138672,0.00037522226598441443,0.01,0.0001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.0001}",-86.25836181640625,-86.46697235107422,-86.51921844482422,-87.65901947021484,-88.6867446899414,-87.1180633544922,0.9246638423209669,1,19
9,0.06129770278930664,0.004987363425340273,0.0016298294067382812,0.00047498201462487763,0.01,0.001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.001}",-86.25836181640625,-86.46697235107422,-86.51921844482422,-87.65901947021484,-88.6867446899414,-87.1180633544922,0.9246638423209669,1,19
10,0.07154192924499511,0.009230633166476225,0.002432394027709961,0.0004218273937694831,0.01,0.01,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.01}",-86.25838470458984,-86.46700286865234,-86.51924133300781,-87.65904998779297,-88.686767578125,-87.11808929443359,0.9246636605840741,3,19
11,0.08184857368469238,0.010352683785696752,0.0023147106170654298,0.0006938652713905836,0.01,0.05,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.05}",-86.25848388671875,-86.46708679199219,-86.51933288574219,-87.65914916992188,-88.68685913085938,-87.11818237304688,0.924664209032796,4,19
0,0.05982298851013183,0.004116928171749121,0.0018705368041992188,0.000394837711973494,0.0001,0.0001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.0001}",-302.619384765625,-312.6475524902344,-321.7613525390625,-330.47991943359375,-336.90277099609375,-320.8821960449219,12.254694304214478,9,20
1,0.062384510040283205,0.011556370570121674,0.001708841323852539,0.000860115484905016,0.0001,0.001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.001}",-302.619384765625,-312.6475524902344,-321.7613525390625,-330.47991943359375,-336.90277099609375,-320.8821960449219,12.254694304214478,9,20
2,0.0676149845123291,0.010604044069526827,0.0018329143524169922,0.0006857116859490819,0.0001,0.01,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.01}",-302.619384765625,-312.6475524902344,-321.7613525390625,-330.47991943359375,-336.90277099609375,-320.8821960449219,12.254694304214478,9,20
3,0.05943751335144043,0.008956740963798547,0.0016167640686035156,0.0006429961646986561,0.0001,0.05,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.05}",-302.619384765625,-312.6475524902344,-321.7613525390625,-330.47991943359375,-336.90277099609375,-320.8821960449219,12.254694304214478,9,20
4,0.058454132080078124,0.0024825227479600763,0.0016092300415039063,0.000434068681154739,0.001,0.0001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.0001}",-209.00733947753906,-214.7999267578125,-219.91180419921875,-224.9215087890625,-228.7076873779297,-219.4696533203125,7.021764106188112,5,20
5,0.056935453414916994,0.001853272968008687,0.0016956806182861328,0.000402963044209403,0.001,0.001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.001}",-209.00733947753906,-214.7999267578125,-219.91180419921875,-224.9215087890625,-228.7076873779297,-219.4696533203125,7.021764106188112,5,20
6,0.06419377326965332,0.004729962092659851,0.0018566131591796875,0.0004542306168581727,0.001,0.01,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.01}",-209.00735473632812,-214.79995727539062,-219.91177368164062,-224.92152404785156,-228.7076873779297,-219.46965942382812,7.021757485211341,7,20
7,0.05587410926818848,0.0016645041293770378,0.0015633106231689453,0.0005560203433851229,0.001,0.05,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.05}",-209.00741577148438,-214.80001831054688,-219.91180419921875,-224.92156982421875,-228.70770263671875,-219.4697021484375,7.021742686516701,8,20
8,0.05559172630310059,0.001014715731124651,0.0013628482818603515,0.0003304485772420488,0.01,0.0001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.0001}",-86.25835418701172,-86.46696472167969,-86.4590835571289,-87.80362701416016,-88.68675994873047,-87.13495788574218,0.9514896810722178,1,20
9,0.05995211601257324,0.0043687161554315694,0.0020124435424804686,0.0005939909281819683,0.01,0.001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.001}",-86.25835418701172,-86.46696472167969,-86.4590835571289,-87.80362701416016,-88.68675994873047,-87.13495788574218,0.9514896810722178,1,20
10,0.0560551643371582,0.000648717398035062,0.0011073112487792968,0.0001695177625366519,0.01,0.01,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.01}",-86.25838470458984,-86.46698760986328,-86.4591064453125,-87.80364990234375,-88.68678283691406,-87.13498229980469,0.9514882752898419,3,20
11,0.05412182807922363,0.001753920436843703,0.0016813278198242188,0.0005750580410751451,0.01,0.05,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.05}",-86.25846862792969,-86.46708679199219,-86.45919799804688,-87.80374145507812,-88.68687438964844,-87.13507385253907,0.9514886098334898,4,20
0,0.05773739814758301,0.0013227407882318027,0.0015469074249267578,0.0006012705255436193,0.0001,0.0001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.0001}",-302.6202697753906,-312.64813232421875,-319.49298095703125,-329.5873718261719,-337.71258544921875,-320.4122680664062,12.338278699628965,9,21
1,0.0617866039276123,0.0035540845601900674,0.0017425060272216798,0.0003368588286541543,0.0001,0.001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.001}",-302.6202697753906,-312.64813232421875,-319.49298095703125,-329.5873718261719,-337.71258544921875,-320.4122680664062,12.338278699628965,9,21
2,0.08438749313354492,0.012711869161702216,0.002215576171875,0.0005867213433365082,0.0001,0.01,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.01}",-302.6202697753906,-312.64813232421875,-319.49298095703125,-329.5873718261719,-337.71258544921875,-320.4122680664062,12.338278699628965,9,21
3,0.08036642074584961,0.014591525149676451,0.0020434379577636717,0.00063735229701685,0.0001,0.05,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.05}",-302.6202697753906,-312.6481628417969,-319.49298095703125,-329.5873718261719,-337.7126159667969,-320.4122802734375,12.338283417007757,12,21
4,0.06281661987304688,0.0026670621561658597,0.002113008499145508,0.0006487866701214535,0.001,0.0001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.0001}",-208.9993896484375,-214.79153442382812,-218.71104431152344,-224.37916564941406,-229.1758575439453,-219.21139831542968,7.072014407496326,5,21
5,0.0642977237701416,0.004491001979982693,0.0017737388610839845,0.0006096439357365261,0.001,0.001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.001}",-208.9993896484375,-214.79153442382812,-218.7110595703125,-224.37916564941406,-229.1758575439453,-219.2114013671875,7.072014191583214,6,21
6,0.05833325386047363,0.00655603046668231,0.0019139766693115235,0.00017655010242335824,0.001,0.01,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.01}",-208.99940490722656,-214.79156494140625,-218.71107482910156,-224.37921142578125,-229.17587280273438,-219.21142578125,7.072016744354932,7,21
7,0.05990190505981445,0.004194387189592016,0.0016787528991699218,0.0004248925560836925,0.001,0.05,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.05}",-208.99935913085938,-214.7915802001953,-218.71112060546875,-224.37924194335938,-229.17588806152344,-219.21143798828126,7.07203616960361,8,21
8,0.056273269653320315,0.002654002285772378,0.0020601749420166016,5.4748921688016685e-05,0.01,0.0001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.0001}",-86.2582778930664,-86.4668960571289,-86.35986328125,-87.7015609741211,-88.61024475097656,-87.0793685913086,0.9271144059431381,1,21
9,0.055652284622192384,0.002335349219899512,0.0016730785369873046,0.0005139098308979958,0.01,0.001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.001}",-86.2582778930664,-86.4668960571289,-86.35986328125,-87.7015609741211,-88.61024475097656,-87.0793685913086,0.9271144059431381,1,21
10,0.052785205841064456,0.0016448225650009943,0.0016893863677978516,0.0005870081055474067,0.01,0.01,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.01}",-86.25830841064453,-86.46691131591797,-86.3598861694336,-87.70158386230469,-88.61026763916016,-87.07939147949219,0.9271140626042024,3,21
11,0.05614495277404785,0.0015401630282078581,0.0020911693572998047,0.00017081788572275518,0.01,0.05,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.05}",-86.25839233398438,-86.46700286865234,-86.35997772216797,-87.70169067382812,-88.61035919189453,-87.07948455810546,0.9271174620521117,4,21
0,0.06300349235534668,0.004822074733934653,0.0018323421478271484,0.0007133225797125443,0.0001,0.0001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.0001}",-302.619140625,-312.6468200683594,-320.50738525390625,-330.2474670410156,-336.9029235839844,-320.5847473144531,12.210083757701298,9,22
1,0.05863823890686035,0.002041232132513272,0.0014831066131591798,0.0005289978995371892,0.0001,0.001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.001}",-302.619140625,-312.6468505859375,-320.50738525390625,-330.2474670410156,-336.9029235839844,-320.5847534179687,12.210079789735369,11,22
2,0.07526345252990722,0.005224894880671835,0.002209329605102539,0.0007544054920835793,0.0001,0.01,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.01}",-302.619140625,-312.6468505859375,-320.50738525390625,-330.2474670410156,-336.9029235839844,-320.5847534179687,12.210079789735369,11,22
3,0.07246031761169433,0.008074505880406558,0.0020014286041259766,0.0006324857221096967,0.0001,0.05,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.05}",-302.619140625,-312.6468505859375,-320.50738525390625,-330.2474670410156,-336.90289306640625,-320.5847473144531,12.210071632690775,9,22
4,0.05903549194335937,0.00645724952797271,0.0018237113952636718,0.0005072818027863521,0.001,0.0001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.0001}",-208.99725341796875,-214.7882080078125,-219.0322265625,-224.89535522460938,-228.7115478515625,-219.28491821289063,7.020806968980938,6,22
5,0.05813264846801758,0.0024988876135576643,0.0014003753662109376,0.0004905445804545155,0.001,0.001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.001}",-208.9972381591797,-214.78823852539062,-219.03224182128906,-224.89537048339844,-228.71153259277344,-219.28492431640626,7.0208057629426435,7,22
6,0.06150732040405273,0.00430894719895948,0.0017029285430908204,0.00040001296526876796,0.001,0.01,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.01}",-208.9972381591797,-214.78823852539062,-219.03224182128906,-224.89535522460938,-228.7115478515625,-219.28492431640626,7.020807421733403,7,22
7,0.06215167045593262,0.0038685194997263774,0.001966381072998047,0.00024661705276208135,0.001,0.05,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.05}",-208.99676513671875,-214.78836059570312,-219.0323028564453,-224.89535522460938,-228.71157836914062,-219.28487243652344,7.0209381680108995,5,22
8,0.06332764625549317,0.0063799528011384546,0.0017891407012939453,0.00046734586806047607,0.01,0.0001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.0001}",-86.25836944580078,-86.46698760986328,-86.37750244140625,-87.65901947021484,-88.6867446899414,-87.08972473144532,0.9445404143200431,1,22
9,0.06020264625549317,0.003497969486356894,0.0016219139099121094,0.0005109385557948819,0.01,0.001,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.001}",-86.25836944580078,-86.46698760986328,-86.37750244140625,-87.6590347290039,-88.68675994873047,-87.08973083496093,0.9445474135666042,2,22
10,0.05971236228942871,0.0026306479968458705,0.0018320083618164062,0.0006978251231117724,0.01,0.01,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.01}",-86.25839233398438,-86.46700286865234,-86.37752532958984,-87.65904998779297,-88.686767578125,-87.08974761962891,0.944542340024895,3,22
11,0.058208799362182616,0.0011831513241493201,0.0016872882843017578,0.0005489961655939611,0.01,0.05,"{'optimizer__lr': 0.01, 'optimizer__weight_decay': 0.05}",-86.25849151611328,-86.46709442138672,-86.37761688232422,-87.65914916992188,-88.68687438964844,-87.0898452758789,0.9445470765644943,4,22
0,0.057548809051513675,0.00225814227163277,0.0017454147338867188,0.0004942715452275859,0.0001,0.0001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.0001}",-302.6283874511719,-311.41436767578125,-320.8361511230469,-327.8907165527344,-336.048583984375,-319.7636413574219,11.795984759513487,9,23
1,0.0547426700592041,0.0019810306255188728,0.0016237258911132812,0.0005112326061655316,0.0001,0.001,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.001}",-302.6283874511719,-311.41436767578125,-320.8361511230469,-327.8907165527344,-336.048583984375,-319.7636413574219,11.795984759513487,9,23
2,0.06874070167541504,0.012073540815221126,0.0016417503356933594,0.00043840813899409916,0.0001,0.01,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.01}",-302.6283874511719,-311.41436767578125,-320.8361511230469,-327.8907165527344,-336.048583984375,-319.7636413574219,11.795984759513487,9,23
3,0.07925353050231934,0.008567773603880224,0.0020606517791748047,8.366243489608597e-05,0.0001,0.05,"{'optimizer__lr': 0.0001, 'optimizer__weight_decay': 0.05}",-302.6283874511719,-311.4143981933594,-320.836181640625,-327.8907470703125,-336.048583984375,-319.76365966796874,11.795985199493696,12,23
4,0.0642045021057129,0.003979878581333871,0.0016147136688232423,0.0004722251440486811,0.001,0.0001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.0001}",-209.08187866210938,-214.009033203125,-219.83169555664062,-223.4613800048828,-228.1952362060547,-218.9158447265625,6.758571858350494,6,23
5,0.0649604320526123,0.0032795489772892332,0.0020344734191894533,6.662805872180105e-05,0.001,0.001,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.001}",-209.08187866210938,-214.00901794433594,-219.83169555664062,-223.46136474609375,-228.1952362060547,-218.91583862304688,6.758572021484889,5,23
6,0.06651363372802735,0.009235423432215825,0.0019104480743408203,0.0004746588303508049,0.001,0.01,"{'optimizer__lr': 0.001, 'optimizer__weight_decay': 0.01}",-209.08189392089844,-214.009033203125,-219.83169555664062,-223.46136474609375,-228.19525146484375,-218.9158477783203,6.7585695554619685,7,23
